address1,address2,easting,northing,order_cost,ordered_date,result,speedLimit,urban_rural,length,PRIORITY,TARGET_DAYS_TO_REPAIR,MergedName,ydependent,UrbanRural,Date,temp,precip
SHAY STREET,WOODHOUSE,429651.19,435124.76,64.06,13/12/2022 00:00,PASS,30,Urban,170,CAT3 carriageway,28,SHAY STREETWOODHOUSE,1,1,13-Dec-2022,-2.2,0
SHAYFIELD LANE,CARLTON,433583.42,427085.96,71.11,17/01/2024 00:00,PASS,30,Urban,67,CAT3 footway,28,SHAYFIELD LANECARLTON,1,1,17-Jan-2024,-2.4,0.532
SHEEPSCAR GROVE,SHEEPSCAR,0,0,71.11,22/02/2024 00:00,PASS,30,Urban,227,CAT2 carriageway,7,SHEEPSCAR GROVESHEEPSCAR,1,1,22-Feb-2024,5.1,11.143
SHEEPSCAR STREET NORTH,SHEEPSCAR,430481.23,435357.89,71.11,22/02/2024 00:00,PASS,30,Urban,251,CAT2 carriageway,7,SHEEPSCAR STREET NORTHSHEEPSCAR,1,1,22-Feb-2024,5.1,11.143
SHEEPSCAR STREET SOUTH,SHEEPSCAR,430743.3,434698.54,71.11,22/02/2024 00:00,PASS,30,Urban,40,CAT2 carriageway,7,SHEEPSCAR STREET SOUTHSHEEPSCAR,1,1,22-Feb-2024,5.1,11.143
SHEEPSCAR WAY,SHEEPSCAR,430600,435107,64.06,03/09/2021 00:00,FAIL,20,Urban,280,CAT3 carriageway,28,SHEEPSCAR WAYSHEEPSCAR,0,1,03-Sep-2021,12.6,0.071
SHELL LANE,CALVERLEY,0,0,64.06,13/07/2020 00:00,PASS,30,Urban,224,1 day carriageway,1,SHELL LANECALVERLEY,1,1,13-Jul-2020,14.3,0.346
SHELLDRAKE DRIVE,MIDDLETON,430715.53,428235.14,64.06,25/09/2020 00:00,FAIL,20,Urban,143,CAT3 carriageway,28,SHELLDRAKE DRIVEMIDDLETON,0,1,25-Sep-2020,8.3,1.332
SHEPCOTE CLOSE,COOKRIDGE,425806.86,439363.42,71.11,12/12/2023 00:00,PASS,30,Urban,36,CAT2 carriageway,7,SHEPCOTE CLOSECOOKRIDGE,1,1,12-Dec-2023,5.8,5.545
SHEPCOTE CRESCENT,COOKRIDGE,425715.73,439454.79,71.11,22/01/2024 00:00,PASS,30,Urban,269,CAT2 carriageway,7,SHEPCOTE CRESCENTCOOKRIDGE,1,1,22-Jan-2024,6.8,4.788
SHEPHERDS LANE,CHAPELTOWN,431613.07,435554.26,71.11,21/02/2024 00:00,PASS,20,Urban,180,CAT2 carriageway,7,SHEPHERDS LANECHAPELTOWN,1,1,21-Feb-2024,8.2,9.899
SHEPHERDS PLACE,CHAPELTOWN,431560.27,435722.48,64.06,18/02/2021 00:00,FAIL,20,Urban,140,CAT2 carriageway,7,SHEPHERDS PLACECHAPELTOWN,0,1,18-Feb-2021,6.7,2.163
SHERBROOKE AVENUE,HALTON,0,0,64.06,21/10/2019 00:00,PASS,20,Urban,332,1 day footway,1,SHERBROOKE AVENUEHALTON,1,1,21-Oct-2019,7.8,0.482
SHERBURN APPROACH,SWARCLIFFE,436151.47,436634.38,64.06,09/12/2020 00:00,PASS,20,Urban,142,CAT3 carriageway,28,SHERBURN APPROACHSWARCLIFFE,1,1,09-Dec-2020,4.2,1.211
SHERBURN PLACE,SWARCLIFFE,436156.23,436537.33,71.11,11/04/2023 00:00,PASS,20,Urban,135,CAT2 carriageway,7,SHERBURN PLACESWARCLIFFE,1,1,11-Apr-2023,7,8.754
SHERBURN ROAD NORTH,WHINMOOR,0,0,64.06,11/11/2020 00:00,PASS,30,Urban,294,CAT3 carriageway,28,SHERBURN ROAD NORTHWHINMOOR,1,1,11-Nov-2020,9.9,0.007
SHERBURN ROAD,SWARCLIFFE,0,0,64.06,11/11/2020 00:00,PASS,20,Urban,251,CAT3 carriageway,28,SHERBURN ROADSWARCLIFFE,1,1,11-Nov-2020,9.9,0.007
SHERWOOD GREEN,ROBIN HOOD,432304.39,427491.56,64.06,04/11/2022 00:00,PASS,30,Urban,132,CAT3 carriageway,28,SHERWOOD GREENROBIN HOOD,1,1,04-Nov-2022,6.4,0.106
SHIRE OAK ROAD,HEADINGLEY,428109.65,436080.69,71.11,14/09/2023 00:00,PASS,30,Urban,216,CAT3 carriageway,28,SHIRE OAK ROADHEADINGLEY,1,1,14-Sep-2023,14.7,0.374
SHIRE OAK STREET,HEADINGLEY,0,0,71.11,22/02/2024 00:00,PASS,30,Urban,21,CAT2 carriageway,7,SHIRE OAK STREETHEADINGLEY,1,1,22-Feb-2024,5.1,11.143
SHIRE ROAD,MORLEY,426543.59,426549.15,64.06,07/09/2020 00:00,PASS,30,Urban,40,CAT2 carriageway,7,SHIRE ROADMORLEY,1,1,07-Sep-2020,13.3,1.688
SHOLEBROKE AVENUE,POTTERNEWTON,430903.31,435944.43,71.11,12/02/2024 00:00,PASS,20,Urban,164,CAT3 carriageway,28,SHOLEBROKE AVENUEPOTTERNEWTON,1,1,12-Feb-2024,4.6,1.518
SHOLEBROKE MOUNT,POTTERNEWTON,430401.49,435959.51,64.06,23/02/2022 00:00,PASS,20,Urban,277,CAT1 carriageway,1,SHOLEBROKE MOUNTPOTTERNEWTON,1,1,23-Feb-2022,6.3,6.424
SHOLEBROKE PLACE,POTTERNEWTON,430598,435870,71.11,29/01/2024 00:00,PASS,20,Urban,125,CAT3 carriageway,28,SHOLEBROKE PLACEPOTTERNEWTON,1,1,29-Jan-2024,6.7,25.099
SHOLEBROKE STREET,POTTERNEWTON,0,0,71.11,18/01/2024 00:00,PASS,20,Urban,73,CAT1 carriageway,1,SHOLEBROKE STREETPOTTERNEWTON,1,1,18-Jan-2024,-2.6,0
SHOLEBROKE TERRACE,POTTERNEWTON,430558.95,436040.32,71.11,15/05/2023 00:00,PASS,20,Urban,116,CAT2 carriageway,7,SHOLEBROKE TERRACEPOTTERNEWTON,1,1,15-May-2023,9.2,0.019
SHOLEBROKE VIEW,POTTERNEWTON,430625.92,435936.1,64.06,19/05/2021 00:00,FAIL,20,Urban,124,CAT2 carriageway,7,SHOLEBROKE VIEWPOTTERNEWTON,0,1,19-May-2021,9.1,1.23
SHOP LANE,LOFTHOUSE,432968.63,425607.98,71.11,03/10/2023 00:00,PASS,30,Urban,158,CAT2 carriageway,7,SHOP LANELOFTHOUSE,1,1,03-Oct-2023,11.3,4.202
SHORT LANE,CHAPEL ALLERTON,0,0,62.19,27/03/2019 00:00,PASS,30,Urban,48,28 day carriageway,28,SHORT LANECHAPEL ALLERTON,1,1,27-Mar-2019,7.4,0
SICKLINGHALL ROAD,WETHERBY,437820.99,448262.88,71.11,19/02/2024 00:00,PASS,60,Rural,1399,CAT3 carriageway,28,SICKLINGHALL ROADWETHERBY,1,0,19-Feb-2024,8.2,0.628
SIDE COPSE,OTLEY,0,0,71.11,14/08/2023 00:00,PASS,20,Urban,93,CAT2 carriageway,7,SIDE COPSEOTLEY,1,1,14-Aug-2023,15.2,15.066
SILK MILL APPROACH,COOKRIDGE,425259.55,438772.26,64.06,27/04/2022 00:00,PASS,30,Urban,111,CAT1 footway,1,SILK MILL APPROACHCOOKRIDGE,1,1,27-Apr-2022,5.7,0
SILK MILL AVENUE,COOKRIDGE,425021.03,439059.59,64.06,14/02/2022 00:00,FAIL,30,Urban,284,CAT3 carriageway,28,SILK MILL AVENUECOOKRIDGE,0,1,14-Feb-2022,4.7,3.563
SILK MILL BANK,COOKRIDGE,425019.91,438899.29,71.11,25/04/2023 00:00,PASS,30,Urban,249,CAT2 carriageway,7,SILK MILL BANKCOOKRIDGE,1,1,25-Apr-2023,4.2,0
SILK MILL CLOSE,COOKRIDGE,0,0,71.11,17/05/2023 00:00,PASS,30,Urban,112,CAT1 carriageway,1,SILK MILL CLOSECOOKRIDGE,1,1,17-May-2023,11.2,0.012
SILK MILL DRIVE,COOKRIDGE,0,0,71.11,15/11/2023 00:00,PASS,30,Urban,126,CAT2 carriageway,7,SILK MILL DRIVECOOKRIDGE,1,1,15-Nov-2023,8.1,3.921
SILK MILL GARDENS,COOKRIDGE,424659,438840.69,64.06,29/06/2022 00:00,PASS,30,Urban,217,CAT3 carriageway,28,SILK MILL GARDENSCOOKRIDGE,1,1,29-Jun-2022,15,6.988
SILK MILL ROAD,COOKRIDGE,424884.24,438840.09,71.11,15/08/2023 00:00,PASS,20,Urban,250,CAT2 carriageway,7,SILK MILL ROADCOOKRIDGE,1,1,15-Aug-2023,15.6,0.62
SILKSTONE WAY,AUSTHORPE,436337.36,434212.91,71.11,10/01/2024 00:00,FAIL,30,Urban,119,CAT2 carriageway,7,SILKSTONE WAYAUSTHORPE,0,1,10-Jan-2024,2.7,3.182
SILVER LANE,YEADON,0,0,71.11,27/09/2023 00:00,FAIL,30,Urban,145,CAT3 footway,28,SILVER LANEYEADON,0,1,27-Sep-2023,13.4,3.31
SILVER MILL HILL,OTLEY,420798.25,444896.25,64.06,03/10/2022 00:00,PASS,30,Urban,200,CAT2 carriageway,7,SILVER MILL HILLOTLEY,1,1,03-Oct-2022,11.9,0
SILVER ROYD AVENUE,WORTLEY,0,0,64.06,21/09/2022 00:00,FAIL,30,Urban,100,CAT2 carriageway,7,SILVER ROYD AVENUEWORTLEY,0,1,21-Sep-2022,13.4,0
SILVER ROYD CLOSE,WORTLEY,425937.56,432889.7,71.11,19/04/2023 00:00,FAIL,30,Urban,59,CAT1 carriageway,1,SILVER ROYD CLOSEWORTLEY,0,1,19-Apr-2023,7.8,0
SILVER ROYD DRIVE,WORTLEY,425802.98,432930.78,64.06,05/11/2019 00:00,FAIL,30,Urban,128,28 day footway,28,SILVER ROYD DRIVEWORTLEY,0,1,05-Nov-2019,7.1,2.867
SILVER ROYD HILL,WORTLEY,426006.39,432970.47,71.11,22/02/2024 00:00,PASS,30,Urban,243,CAT2 carriageway,7,SILVER ROYD HILLWORTLEY,1,1,22-Feb-2024,5.1,11.143
SILVER ROYD ROAD,WORTLEY,425906.28,432968.01,71.11,20/09/2023 00:00,PASS,30,Urban,124,CAT2 carriageway,7,SILVER ROYD ROADWORTLEY,1,1,20-Sep-2023,15.1,9.163
SILVERDALE AVENUE,GUISELEY,419128.69,441461.5,71.11,30/01/2024 00:00,PASS,30,Urban,316,CAT2 carriageway,7,SILVERDALE AVENUEGUISELEY,1,1,30-Jan-2024,4.6,3.822
SILVERDALE CLOSE,GUISELEY,419207.67,441286.75,64.06,01/10/2019 00:00,PASS,30,Urban,104,28 day footway,28,SILVERDALE CLOSEGUISELEY,1,1,01-Oct-2019,8.9,26.453
SILVERDALE DRIVE,GUISELEY,419139.07,441461.67,71.11,19/01/2023 00:00,PASS,30,Urban,264,CAT3 footway,28,SILVERDALE DRIVEGUISELEY,1,1,19-Jan-2023,0.3,0.091
SILVERDALE GRANGE,GUISELEY,0,0,64.06,23/09/2022 00:00,PASS,30,Urban,171,CAT1 carriageway,1,SILVERDALE GRANGEGUISELEY,1,1,23-Sep-2022,12.4,0.087
SIMMONS WAY,HAREHILLS,0,0,64.06,19/08/2019 00:00,PASS,30,Urban,93,28 day carriageway,28,SIMMONS WAYHAREHILLS,1,1,19-Aug-2019,13.7,0.915
SIMPSON GROVE,ARMLEY,427717,433339,71.11,08/12/2023 00:00,FAIL,20,Urban,175,CAT3 carriageway,28,SIMPSON GROVEARMLEY,0,1,08-Dec-2023,6.6,1.46
SIMPSON STREET,EAST ARDSLEY,431173.45,425832.22,71.11,11/09/2023 00:00,PASS,20,Urban,72,CAT3 carriageway,28,SIMPSON STREETEAST ARDSLEY,1,1,11-Sep-2023,17.6,0.975
SIR GEORGE MARTIN DRIVE,ADEL,427856.21,439410.8,71.11,10/01/2024 00:00,PASS,30,Urban,261,CAT2 carriageway,7,SIR GEORGE MARTIN DRIVEADEL,1,1,10-Jan-2024,2.7,3.182
SIR KARL COHEN SQUARE,ARMLEY,0,0,64.06,28/05/2020 00:00,PASS,30,Urban,26,28 day footway,28,SIR KARL COHEN SQUAREARMLEY,1,1,28-May-2020,14.9,0
SISSONS LANE,MIDDLETON,429766.84,427713.77,64.06,20/08/2021 00:00,PASS,20,Urban,210,CAT3 carriageway,28,SISSONS LANEMIDDLETON,1,1,20-Aug-2021,16.8,0.936
SISSONS PLACE,MIDDLETON,0,0,71.11,06/02/2024 00:00,FAIL,20,Urban,179,CAT2 carriageway,7,SISSONS PLACEMIDDLETON,0,1,06-Feb-2024,7.2,5.111
SISSONS ROAD,MIDDLETON,0,0,64.06,10/12/2020 00:00,PASS,20,Urban,236,CAT3 footway,28,SISSONS ROADMIDDLETON,1,1,10-Dec-2020,3.7,0.428
SISSONS STREET,MIDDLETON,429841.1,427737.82,71.11,29/01/2024 00:00,FAIL,20,Urban,117,CAT3 carriageway,28,SISSONS STREETMIDDLETON,0,1,29-Jan-2024,6.7,25.099
SISSONS TERRACE,MIDDLETON,429592.02,427506.62,71.11,06/02/2023 00:00,FAIL,20,Urban,60,CAT3 carriageway,28,SISSONS TERRACEMIDDLETON,0,1,06-Feb-2023,2.5,0
SIXTH AVENUE,ROTHWELL,435284.91,429019.19,71.11,13/12/2023 00:00,PASS,30,Urban,181,CAT2 carriageway,7,SIXTH AVENUEROTHWELL,1,1,13-Dec-2023,3.9,0.465
SKELTON AVENUE,OSMONDTHORPE,0,0,71.11,13/12/2023 00:00,PASS,20,Urban,57,CAT2 carriageway,7,SKELTON AVENUEOSMONDTHORPE,1,1,13-Dec-2023,3.9,0.465
SKELTON CRESCENT,OSMONDTHORPE,0,0,62.19,17/04/2019 00:00,PASS,20,Urban,51,1 day carriageway,1,SKELTON CRESCENTOSMONDTHORPE,1,1,17-Apr-2019,9.2,0.007
SKELTON GRANGE ROAD,STOURTON,0,0,71.11,07/11/2023 00:00,PASS,30,Urban,348,CAT3 carriageway,28,SKELTON GRANGE ROADSTOURTON,1,1,07-Nov-2023,7.8,2.529
SKELTON STREET,OSMONDTHORPE,432710.66,433791.07,64.06,23/07/2021 00:00,FAIL,20,Urban,44,CAT3 carriageway,28,SKELTON STREETOSMONDTHORPE,0,1,23-Jul-2021,16.2,0.049
SKELTON TERRACE,OSMONDTHORPE,0,0,71.11,13/12/2023 00:00,PASS,20,Urban,91,CAT2 carriageway,7,SKELTON TERRACEOSMONDTHORPE,1,1,13-Dec-2023,3.9,0.465
SKELTONS LANE,WHINMOOR,0,0,64.06,26/04/2022 00:00,FAIL,30,Urban,240,CAT1 carriageway,1,SKELTONS LANEWHINMOOR,0,1,26-Apr-2022,7,0.025
SKELWITH APPROACH,SEACROFT,435157.37,434995.37,71.11,22/02/2024 00:00,PASS,30,Urban,58,CAT2 carriageway,7,SKELWITH APPROACHSEACROFT,1,1,22-Feb-2024,5.1,11.143
SKELWITH WALK,SEACROFT,435197.06,434964.81,64.06,22/07/2020 00:00,FAIL,20,Urban,106,1 day footway,1,SKELWITH WALKSEACROFT,0,1,22-Jul-2020,14.3,0.144
SKINNER LANE,SHEEPSCAR,430841.7,434259.72,71.11,06/02/2024 00:00,FAIL,30,Urban,206,CAT2 carriageway,7,SKINNER LANESHEEPSCAR,0,1,06-Feb-2024,7.2,5.111
SKINNER STREET,LEEDS,0,0,71.11,17/03/2023 00:00,PASS,30,Urban,83,CAT2 carriageway,7,SKINNER STREETLEEDS,1,1,17-Mar-2023,9.8,0.599
SKIPTON RISE,GARFORTH,0,0,64.06,04/05/2021 00:00,FAIL,20,Urban,138,CAT2 carriageway,7,SKIPTON RISEGARFORTH,0,1,04-May-2021,5,5.713
SLADE CLOSE,BOSTON SPA,442950.45,445184.18,71.11,15/03/2023 00:00,PASS,30,Urban,118,CAT3 carriageway,28,SLADE CLOSEBOSTON SPA,1,1,15-Mar-2023,1.2,3.191
SLEDMERE PLACE,SWARCLIFFE,436310.96,436668.74,64.06,21/03/2022 00:00,PASS,20,Urban,106,CAT2 carriageway,7,SLEDMERE PLACESWARCLIFFE,1,1,21-Mar-2022,5.1,0.018
SMALEWELL DRIVE,PUDSEY,421333.65,432741.09,71.11,10/07/2023 00:00,PASS,30,Urban,43,CAT3 carriageway,28,SMALEWELL DRIVEPUDSEY,1,1,10-Jul-2023,15.2,1.865
SMALEWELL ROAD,PUDSEY,420937,432752,64.06,08/09/2020 00:00,PASS,30,Urban,295,CAT3 footway,28,SMALEWELL ROADPUDSEY,1,1,08-Sep-2020,17.4,0.573
SMEATON APPROACH,MANSTON,437304.38,435784.86,71.11,12/02/2024 00:00,PASS,30,Urban,253,CAT3 carriageway,28,SMEATON APPROACHMANSTON,1,1,12-Feb-2024,4.6,1.518
SMIDDY HILL,WALTON,444309.22,447710.44,71.11,10/01/2024 00:00,FAIL,30,Urban,188,CAT2 carriageway,7,SMIDDY HILLWALTON,0,1,10-Jan-2024,2.7,3.182
SMITHY LANE,BARDSEY,436223.47,442721.3,71.11,10/05/2023 00:00,PASS,30,Urban,261,CAT2 carriageway,7,SMITHY LANEBARDSEY,1,1,10-May-2023,10.7,1.466
SMITHY LANE,COOKRIDGE,0,0,64.06,16/10/2020 00:00,PASS,30,Urban,177,CAT3 footway,28,SMITHY LANECOOKRIDGE,1,1,16-Oct-2020,7.9,0.162
SMITHY LANE,WEST ARDSLEY,428843.85,425992.78,71.11,19/02/2024 00:00,PASS,30,Urban,165,CAT3 carriageway,28,SMITHY LANEWEST ARDSLEY,1,1,19-Feb-2024,8.2,0.628
SMITHY MILLS LANE,ADEL,427577.18,438674.34,71.11,27/03/2023 00:00,FAIL,30,Urban,12,CAT1 carriageway,1,SMITHY MILLS LANEADEL,0,1,27-Mar-2023,3.7,0
SNOWDEN GROVE,BRAMLEY,0,0,64.06,25/06/2019 00:00,PASS,30,Urban,36,1 day carriageway,1,SNOWDEN GROVEBRAMLEY,1,1,25-Jun-2019,13.3,6.186
SNOWDEN LAWN,BRAMLEY,424810.99,434925.3,142.22,30/10/2023 00:00,PASS,30,Urban,184,CAT3 carriageway,28,SNOWDEN LAWNBRAMLEY,1,1,30-Oct-2023,7.5,11.096
SNOWDEN VALE,BRAMLEY,0,0,64.06,25/06/2019 00:00,PASS,20,Urban,63,1 day carriageway,1,SNOWDEN VALEBRAMLEY,1,1,25-Jun-2019,13.3,6.186
SNOWDEN WAY,BRAMLEY,424949.27,435019.84,62.19,01/05/2019 00:00,PASS,20,Urban,171,1 day carriageway,1,SNOWDEN WAYBRAMLEY,1,1,01-May-2019,10.7,0.099
SOMERDALE CLOSE,BRAMLEY,0,0,62.19,28/05/2019 00:00,PASS,20,Urban,268,1 day carriageway,1,SOMERDALE CLOSEBRAMLEY,1,1,28-May-2019,9.2,1.747
SOMERDALE GARDENS,BRAMLEY,0,0,64.06,24/05/2022 00:00,PASS,20,Urban,100,CAT1 carriageway,1,SOMERDALE GARDENSBRAMLEY,1,1,24-May-2022,10.8,0.532
SOMERS PLACE,LEEDS,429498.67,433696.85,71.11,01/03/2023 00:00,FAIL,30,Urban,24,CAT2 carriageway,7,SOMERS PLACELEEDS,0,1,01-Mar-2023,4.3,3.342
SOMERS STREET,LEEDS,429488.73,433679.39,71.11,13/11/2023 00:00,PASS,30,Urban,69,CAT3 carriageway,28,SOMERS STREETLEEDS,1,1,13-Nov-2023,8.9,16.877
SOMERSET ROAD,PUDSEY,422148.76,433612.1,71.11,23/01/2024 00:00,PASS,20,Urban,78,CAT2 carriageway,7,SOMERSET ROADPUDSEY,1,1,23-Jan-2024,7.8,10.183
SOUTH ACCOMMODATION ROAD,HUNSLET,431494.56,432466.56,71.11,22/02/2024 00:00,PASS,40,Urban,95,CAT2 carriageway,7,SOUTH ACCOMMODATION ROADHUNSLET,1,1,22-Feb-2024,5.1,11.143
SOUTH CLOSE,GUISELEY,417779.51,441671.92,64.06,21/01/2020 00:00,PASS,20,Urban,113,1 day carriageway,1,SOUTH CLOSEGUISELEY,1,1,21-Jan-2020,4.9,0.007
SOUTH DRIVE,FARSLEY,0,0,64.06,16/06/2020 00:00,PASS,20,Urban,239,1 day carriageway,1,SOUTH DRIVEFARSLEY,1,1,16-Jun-2020,15.9,1.567
SOUTH END AVENUE,BRAMLEY,424954.38,434448.22,64.06,19/04/2022 00:00,PASS,20,Urban,161,CAT3 carriageway,28,SOUTH END AVENUEBRAMLEY,1,1,19-Apr-2022,8.7,0.103
SOUTH FARM CRESCENT,GIPTON,433464.53,434720.89,64.06,04/11/2022 00:00,PASS,30,Urban,128,CAT3 carriageway,28,SOUTH FARM CRESCENTGIPTON,1,1,04-Nov-2022,6.4,0.106
SOUTH FARM ROAD,GIPTON,433460.64,434794.71,64.06,04/11/2022 00:00,PASS,30,Urban,338,CAT3 carriageway,28,SOUTH FARM ROADGIPTON,1,1,04-Nov-2022,6.4,0.106
SOUTH HILL RISE,BELLE ISLE,431684.71,429207.73,64.06,03/12/2019 00:00,PASS,20,Urban,81,1 day carriageway,1,SOUTH HILL RISEBELLE ISLE,1,1,03-Dec-2019,4.8,0.007
SOUTH MOUNT,EAST KESWICK,0,0,64.06,15/09/2021 00:00,PASS,30,Urban,170,CAT3 footway,28,SOUTH MOUNTEAST KESWICK,1,1,15-Sep-2021,14.3,1.066
SOUTH PARADE CLOSE,PUDSEY,421959.1,432943.55,64.06,03/12/2019 00:00,PASS,20,Urban,57,1 day carriageway,1,SOUTH PARADE CLOSEPUDSEY,1,1,03-Dec-2019,4.8,0.007
SOUTH PARADE,HEADINGLEY,427595.36,436064.99,71.11,21/02/2023 00:00,PASS,20,Urban,56,CAT2 carriageway,7,SOUTH PARADEHEADINGLEY,1,1,21-Feb-2023,8.1,0
SOUTH PARADE,LEEDS,429877.27,433734.18,64.06,19/04/2021 00:00,PASS,30,Urban,128,CAT2 carriageway,7,SOUTH PARADELEEDS,1,1,19-Apr-2021,8.3,0
SOUTH PARADE,MORLEY,0,0,71.11,01/06/2023 00:00,FAIL,30,Urban,232,CAT3 carriageway,28,SOUTH PARADEMORLEY,0,1,01-Jun-2023,10.3,0
SOUTH PARADE,OTLEY,420650,445195,71.11,20/02/2024 00:00,PASS,30,Urban,83,CAT2 carriageway,7,SOUTH PARADEOTLEY,1,1,20-Feb-2024,8.3,2.28
SOUTH PARADE,PUDSEY,422185,432909,71.11,09/11/2023 00:00,PASS,20,Urban,256,CAT3 footway,28,SOUTH PARADEPUDSEY,1,1,09-Nov-2023,5.9,0.827
SOUTH PARKWAY,SEACROFT,434480.09,435482.28,71.11,22/02/2024 00:00,PASS,30,Urban,434,CAT2 carriageway,7,SOUTH PARKWAYSEACROFT,1,1,22-Feb-2024,5.1,11.143
SOUTH STREET,MORLEY,0,0,64.06,13/05/2022 00:00,FAIL,30,Urban,165,CAT2 carriageway,7,SOUTH STREETMORLEY,0,1,13-May-2022,11.9,0.426
SOUTH VIEW CRESCENT,YEADON,0,0,64.06,06/09/2021 00:00,PASS,30,Urban,266,CAT3 footway,28,SOUTH VIEW CRESCENTYEADON,1,1,06-Sep-2021,17.7,0.175
SOUTH VIEW ROAD,HUNSLET,431081.63,430399.22,71.11,15/02/2024 00:00,PASS,20,Urban,147,CAT2 carriageway,7,SOUTH VIEW ROADHUNSLET,1,1,15-Feb-2024,12.1,4.184
SOUTH VIEW ROAD,YEADON,0,0,71.11,22/02/2024 00:00,PASS,30,Urban,22,CAT2 carriageway,7,SOUTH VIEW ROADYEADON,1,1,22-Feb-2024,5.1,11.143
SOUTH VIEW TERRACE,YEADON,0,0,71.11,31/10/2023 00:00,PASS,20,Urban,178,CAT2 carriageway,7,SOUTH VIEW TERRACEYEADON,1,1,31-Oct-2023,6.7,10.52
SOUTH VIEW,HORSFORTH,424087.28,437460,71.11,11/12/2023 00:00,PASS,30,Urban,40,CAT3 carriageway,28,SOUTH VIEWHORSFORTH,1,1,11-Dec-2023,5.8,6.169
SOUTH VIEW,YEADON,419681.35,441203.88,71.11,05/05/2023 00:00,PASS,30,Urban,100,CAT2 carriageway,7,SOUTH VIEWYEADON,1,1,05-May-2023,11.3,5.61
SOUTHFIELD AVENUE,MOOR ALLERTON,0,0,64.06,11/03/2021 00:00,PASS,30,Urban,64,CAT3 carriageway,28,SOUTHFIELD AVENUEMOOR ALLERTON,1,1,11-Mar-2021,6,11.046
SOUTHFIELD DRIVE,MOOR ALLERTON,431344.72,438781.54,71.11,10/01/2023 00:00,PASS,30,Urban,68,CAT3 carriageway,28,SOUTHFIELD DRIVEMOOR ALLERTON,1,1,10-Jan-2023,7.1,13.892
SOUTHFIELD STREET,ARMLEY,0,0,64.06,23/07/2021 00:00,PASS,30,Urban,9,CAT3 carriageway,28,SOUTHFIELD STREETARMLEY,1,1,23-Jul-2021,16.2,0.049
SOUTHLANDS AVENUE,MOORTOWN,0,0,64.06,15/02/2021 00:00,FAIL,30,Urban,212,CAT3 carriageway,28,SOUTHLANDS AVENUEMOORTOWN,0,1,15-Feb-2021,6.6,1.602
SOUTHLANDS AVENUE,RAWDON,421964.79,438532.12,71.11,09/03/2023 00:00,PASS,30,Urban,131,CAT2 carriageway,7,SOUTHLANDS AVENUERAWDON,1,1,09-Mar-2023,-0.5,2.501
SOUTHLANDS DRIVE,MOORTOWN,430181,437996,64.06,27/04/2021 00:00,FAIL,30,Urban,76,CAT2 carriageway,7,SOUTHLANDS DRIVEMOORTOWN,0,1,27-Apr-2021,7.7,1.1
SOUTHLEIGH CRESCENT,BEESTON,429107.09,429733.41,71.11,17/04/2023 00:00,PASS,30,Urban,241,CAT3 carriageway,28,SOUTHLEIGH CRESCENTBEESTON,1,1,17-Apr-2023,10,0.221
SOUTHLEIGH DRIVE,BEESTON,0,0,71.11,25/10/2023 00:00,PASS,30,Urban,178,CAT2 carriageway,7,SOUTHLEIGH DRIVEBEESTON,1,1,25-Oct-2023,7.8,0.207
SOUTHLEIGH GARDENS,BEESTON,429259.18,429728.77,71.11,12/04/2023 00:00,FAIL,30,Urban,58,CAT2 carriageway,7,SOUTHLEIGH GARDENSBEESTON,0,1,12-Apr-2023,4.5,4.108
SOUTHLEIGH GARTH,BEESTON,429672.57,429636.75,71.11,12/04/2023 00:00,FAIL,30,Urban,56,CAT2 carriageway,7,SOUTHLEIGH GARTHBEESTON,0,1,12-Apr-2023,4.5,4.108
SOUTHLEIGH GRANGE,BEESTON,429531.52,429648.46,64.06,14/04/2020 00:00,PASS,30,Urban,240,28 day carriageway,28,SOUTHLEIGH GRANGEBEESTON,1,1,14-Apr-2020,5.1,0
SOUTHLEIGH ROAD,BEESTON,429647.86,429689.61,71.11,12/04/2023 00:00,FAIL,30,Urban,250,CAT2 carriageway,7,SOUTHLEIGH ROADBEESTON,0,1,12-Apr-2023,4.5,4.108
SOUTHROYD RISE,PUDSEY,422343.56,432281.05,71.11,23/02/2023 00:00,FAIL,20,Urban,91,CAT3 carriageway,28,SOUTHROYD RISEPUDSEY,0,1,23-Feb-2023,3.8,0.336
SOUTHWAY,HORSFORTH,423017.7,438928.82,71.11,15/02/2024 00:00,PASS,30,Urban,71,CAT2 carriageway,7,SOUTHWAYHORSFORTH,1,1,15-Feb-2024,12.1,4.184
SOUTHWOOD CLOSE,SWARCLIFFE,436113.6,435895.59,71.11,08/03/2023 00:00,FAIL,20,Urban,21,CAT2 carriageway,7,SOUTHWOOD CLOSESWARCLIFFE,0,1,08-Mar-2023,-1.5,0.014
SOUTHWOOD CRESCENT,SWARCLIFFE,436147,435793,71.11,18/08/2023 00:00,PASS,20,Urban,217,CAT2 carriageway,7,SOUTHWOOD CRESCENTSWARCLIFFE,1,1,18-Aug-2023,14.8,2.237
SOUTHWOOD GATE,SWARCLIFFE,436238.49,435633.11,71.11,18/04/2023 00:00,PASS,20,Urban,178,CAT3 carriageway,28,SOUTHWOOD GATESWARCLIFFE,1,1,18-Apr-2023,7.9,0
